App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Dead Fields,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Lack of Cohesion,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
commons-lang,DefaultExceptionContextTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/exception/DefaultExceptionContextTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/exception/DefaultExceptionContext.java,src/test/java/org/apache/commons/lang3/exception/DefaultExceptionContextTest.java,src/main/java/org/apache/commons/lang3/exception/DefaultExceptionContext.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,FastDateParserTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/time/FastDateParser.java,src/test/java/org/apache/commons/lang3/time/FastDateParserTest.java,src/main/java/org/apache/commons/lang3/time/FastDateParser.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,StopWatchTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/time/StopWatch.java,src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,src/main/java/org/apache/commons/lang3/time/StopWatch.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,GmtTimeZoneTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/time/GmtTimeZoneTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/time/GmtTimeZone.java,src/test/java/org/apache/commons/lang3/time/GmtTimeZoneTest.java,src/main/java/org/apache/commons/lang3/time/GmtTimeZone.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,DurationFormatUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/time/DurationFormatUtils.java,src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java,src/main/java/org/apache/commons/lang3/time/DurationFormatUtils.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,FastDateFormatTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/time/FastDateFormatTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/time/FastDateFormat.java,src/test/java/org/apache/commons/lang3/time/FastDateFormatTest.java,src/main/java/org/apache/commons/lang3/time/FastDateFormat.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,FastTimeZoneTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/time/FastTimeZoneTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/time/FastTimeZone.java,src/test/java/org/apache/commons/lang3/time/FastTimeZoneTest.java,src/main/java/org/apache/commons/lang3/time/FastTimeZone.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,DateFormatUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/time/DateFormatUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/time/DateFormatUtils.java,src/test/java/org/apache/commons/lang3/time/DateFormatUtilsTest.java,src/main/java/org/apache/commons/lang3/time/DateFormatUtils.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,FastDatePrinterTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java,src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java,src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,DateUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/time/DateUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/time/DateUtils.java,src/test/java/org/apache/commons/lang3/time/DateUtilsTest.java,src/main/java/org/apache/commons/lang3/time/DateUtils.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MutableDoubleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/mutable/MutableDoubleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableDouble.java,src/test/java/org/apache/commons/lang3/mutable/MutableDoubleTest.java,src/main/java/org/apache/commons/lang3/mutable/MutableDouble.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MutableLongTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/mutable/MutableLongTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableLong.java,src/test/java/org/apache/commons/lang3/mutable/MutableLongTest.java,src/main/java/org/apache/commons/lang3/mutable/MutableLong.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MutableByteTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/mutable/MutableByteTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableByte.java,src/test/java/org/apache/commons/lang3/mutable/MutableByteTest.java,src/main/java/org/apache/commons/lang3/mutable/MutableByte.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MutableShortTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/mutable/MutableShortTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableShort.java,src/test/java/org/apache/commons/lang3/mutable/MutableShortTest.java,src/main/java/org/apache/commons/lang3/mutable/MutableShort.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MutableFloatTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/mutable/MutableFloatTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableFloat.java,src/test/java/org/apache/commons/lang3/mutable/MutableFloatTest.java,src/main/java/org/apache/commons/lang3/mutable/MutableFloat.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MutableIntTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/mutable/MutableIntTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableInt.java,src/test/java/org/apache/commons/lang3/mutable/MutableIntTest.java,src/main/java/org/apache/commons/lang3/mutable/MutableInt.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MutableBooleanTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/mutable/MutableBooleanTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableBoolean.java,src/test/java/org/apache/commons/lang3/mutable/MutableBooleanTest.java,src/main/java/org/apache/commons/lang3/mutable/MutableBoolean.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MutableObjectTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/mutable/MutableObjectTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/mutable/MutableObject.java,src/test/java/org/apache/commons/lang3/mutable/MutableObjectTest.java,src/main/java/org/apache/commons/lang3/mutable/MutableObject.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,PairTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/tuple/PairTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/tuple/Pair.java,src/test/java/org/apache/commons/lang3/tuple/PairTest.java,src/main/java/org/apache/commons/lang3/tuple/Pair.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,ImmutablePairTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/tuple/ImmutablePairTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/tuple/ImmutablePair.java,src/test/java/org/apache/commons/lang3/tuple/ImmutablePairTest.java,src/main/java/org/apache/commons/lang3/tuple/ImmutablePair.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,TripleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/tuple/TripleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/tuple/Triple.java,src/test/java/org/apache/commons/lang3/tuple/TripleTest.java,src/main/java/org/apache/commons/lang3/tuple/Triple.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MutablePairTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/tuple/MutablePairTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/tuple/MutablePair.java,src/test/java/org/apache/commons/lang3/tuple/MutablePairTest.java,src/main/java/org/apache/commons/lang3/tuple/MutablePair.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MutableTripleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/tuple/MutableTripleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/tuple/MutableTriple.java,src/test/java/org/apache/commons/lang3/tuple/MutableTripleTest.java,src/main/java/org/apache/commons/lang3/tuple/MutableTriple.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,ImmutableTripleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/tuple/ImmutableTripleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/tuple/ImmutableTriple.java,src/test/java/org/apache/commons/lang3/tuple/ImmutableTripleTest.java,src/main/java/org/apache/commons/lang3/tuple/ImmutableTriple.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,BasicThreadFactoryTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/BasicThreadFactoryTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/BasicThreadFactory.java,src/test/java/org/apache/commons/lang3/concurrent/BasicThreadFactoryTest.java,src/main/java/org/apache/commons/lang3/concurrent/BasicThreadFactory.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,BackgroundInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/BackgroundInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/BackgroundInitializer.java,src/test/java/org/apache/commons/lang3/concurrent/BackgroundInitializerTest.java,src/main/java/org/apache/commons/lang3/concurrent/BackgroundInitializer.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MultiBackgroundInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/MultiBackgroundInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/MultiBackgroundInitializer.java,src/test/java/org/apache/commons/lang3/concurrent/MultiBackgroundInitializerTest.java,src/main/java/org/apache/commons/lang3/concurrent/MultiBackgroundInitializer.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,AtomicSafeInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/AtomicSafeInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/AtomicSafeInitializer.java,src/test/java/org/apache/commons/lang3/concurrent/AtomicSafeInitializerTest.java,src/main/java/org/apache/commons/lang3/concurrent/AtomicSafeInitializer.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,ConcurrentUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/ConcurrentUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/ConcurrentUtils.java,src/test/java/org/apache/commons/lang3/concurrent/ConcurrentUtilsTest.java,src/main/java/org/apache/commons/lang3/concurrent/ConcurrentUtils.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,LazyInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/LazyInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/LazyInitializer.java,src/test/java/org/apache/commons/lang3/concurrent/LazyInitializerTest.java,src/main/java/org/apache/commons/lang3/concurrent/LazyInitializer.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MemoizerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/MemoizerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/Memoizer.java,src/test/java/org/apache/commons/lang3/concurrent/MemoizerTest.java,src/main/java/org/apache/commons/lang3/concurrent/Memoizer.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,CallableBackgroundInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/CallableBackgroundInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/CallableBackgroundInitializer.java,src/test/java/org/apache/commons/lang3/concurrent/CallableBackgroundInitializerTest.java,src/main/java/org/apache/commons/lang3/concurrent/CallableBackgroundInitializer.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,EventCountCircuitBreakerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreakerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreaker.java,src/test/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreakerTest.java,src/main/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreaker.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,AtomicInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/AtomicInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/AtomicInitializer.java,src/test/java/org/apache/commons/lang3/concurrent/AtomicInitializerTest.java,src/main/java/org/apache/commons/lang3/concurrent/AtomicInitializer.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,CircuitBreakingExceptionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/CircuitBreakingExceptionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/CircuitBreakingException.java,src/test/java/org/apache/commons/lang3/concurrent/CircuitBreakingExceptionTest.java,src/main/java/org/apache/commons/lang3/concurrent/CircuitBreakingException.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,ConstantInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/ConstantInitializerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/ConstantInitializer.java,src/test/java/org/apache/commons/lang3/concurrent/ConstantInitializerTest.java,src/main/java/org/apache/commons/lang3/concurrent/ConstantInitializer.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,TimedSemaphoreTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/TimedSemaphoreTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/TimedSemaphore.java,src/test/java/org/apache/commons/lang3/concurrent/TimedSemaphoreTest.java,src/main/java/org/apache/commons/lang3/concurrent/TimedSemaphore.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,ThresholdCircuitBreakerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/concurrent/ThresholdCircuitBreakerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/ThresholdCircuitBreaker.java,src/test/java/org/apache/commons/lang3/concurrent/ThresholdCircuitBreakerTest.java,src/main/java/org/apache/commons/lang3/concurrent/ThresholdCircuitBreaker.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,IEEE754rUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/math/IEEE754rUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/math/IEEE754rUtils.java,src/test/java/org/apache/commons/lang3/math/IEEE754rUtilsTest.java,src/main/java/org/apache/commons/lang3/math/IEEE754rUtils.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,NumberUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,FractionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/math/FractionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java,src/test/java/org/apache/commons/lang3/math/FractionTest.java,src/main/java/org/apache/commons/lang3/math/Fraction.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,StandardToStringStyleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/StandardToStringStyleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/StandardToStringStyle.java,src/test/java/org/apache/commons/lang3/builder/StandardToStringStyleTest.java,src/main/java/org/apache/commons/lang3/builder/StandardToStringStyle.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,CompareToBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/CompareToBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/CompareToBuilder.java,src/test/java/org/apache/commons/lang3/builder/CompareToBuilderTest.java,src/main/java/org/apache/commons/lang3/builder/CompareToBuilder.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,ToStringBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/ToStringBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/ToStringBuilder.java,src/test/java/org/apache/commons/lang3/builder/ToStringBuilderTest.java,src/main/java/org/apache/commons/lang3/builder/ToStringBuilder.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,MultilineRecursiveToStringStyleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyle.java,src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,src/main/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyle.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,ReflectionToStringBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/ReflectionToStringBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/ReflectionToStringBuilder.java,src/test/java/org/apache/commons/lang3/builder/ReflectionToStringBuilderTest.java,src/main/java/org/apache/commons/lang3/builder/ReflectionToStringBuilder.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,EqualsBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/EqualsBuilder.java,src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,src/main/java/org/apache/commons/lang3/builder/EqualsBuilder.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,DiffTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/DiffTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/Diff.java,src/test/java/org/apache/commons/lang3/builder/DiffTest.java,src/main/java/org/apache/commons/lang3/builder/Diff.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,ReflectionDiffBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/ReflectionDiffBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/ReflectionDiffBuilder.java,src/test/java/org/apache/commons/lang3/builder/ReflectionDiffBuilderTest.java,src/main/java/org/apache/commons/lang3/builder/ReflectionDiffBuilder.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,ToStringStyleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/ToStringStyleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java,src/test/java/org/apache/commons/lang3/builder/ToStringStyleTest.java,src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,HashCodeBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/HashCodeBuilder.java,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,src/main/java/org/apache/commons/lang3/builder/HashCodeBuilder.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,RecursiveToStringStyleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/RecursiveToStringStyleTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/RecursiveToStringStyle.java,src/test/java/org/apache/commons/lang3/builder/RecursiveToStringStyleTest.java,src/main/java/org/apache/commons/lang3/builder/RecursiveToStringStyle.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,DiffBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/DiffBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/DiffBuilder.java,src/test/java/org/apache/commons/lang3/builder/DiffBuilderTest.java,src/main/java/org/apache/commons/lang3/builder/DiffBuilder.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
commons-lang,DiffResultTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/builder/DiffResultTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/builder/DiffResult.java,src/test/java/org/apache/commons/lang3/builder/DiffResultTest.java,src/main/java/org/apache/commons/lang3/builder/DiffResult.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false
